identifier,entityName,attributeName,attributeLabel,attributeDefinition,attributeUnit,viewURL,query_datetime_utc,assigned_valueURI,prefName,ontoName,package_type,child_rm,parent_rm,parent_metadata_pid
doi:10.18739/A2BZ6189J,wrf_cesmle_002_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_003_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_004_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_005_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_006_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_007_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_008_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_009_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_010_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,wrf_cesmle_ens_tas_newmelt_1996_2005_JJA_adj.nc,time,NA,Hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_erai_1996_2005_JJA_d.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmlw_ens_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_001_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_002_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_003_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_004_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_005_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_006_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_007_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_008_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_009_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_010_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_ens_2071_2080_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_001_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_002_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_003_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_004_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_005_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_006_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_007_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_008_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_009_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_010_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,tas_wrf_cesmle_ens_1996_2005_JJA_d_adj.nc,time,NA,Time hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,icesheet_mask.nc,time,NA,Mean days since 1978-12-31,nominalDay,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2BZ6189J,Mote_1996_2015_JJA.nc,time,NA,Days since 1978-12-31,nominalDay,https://search.dataone.org/view/doi:10.18739/A2BZ6189J,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2MP4VN5F,Incubation rates,Time,NA,Time in days,nominalDay,https://search.dataone.org/view/doi:10.18739/A2MP4VN5F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2MP4VN5F,incubation_rates.csv,Time,NA,Time in days,nominalDay,https://search.dataone.org/view/doi:10.18739/A2MP4VN5F,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2R785Q1D,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,time,NA,Time of simulation in hours since 1800-01-01 00:00:00,nominalHour,https://search.dataone.org/view/doi:10.18739/A2R785Q1D,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2RF5KF5N,Imnavait_Tracer_concentrations_over_time.csv,Time,NA,1: samples collected five hours after bromide application2: samples collected eight hours after bromide application (no data from hillslope site because lysimeters were dry) 3-13: samples collected once daily for 10 days after bromide application,NA,https://search.dataone.org/view/doi:10.18739/A2RF5KF5N,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002040,time of measurement,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A22Z12P9Z,Barrow_OM_Barrow_20080302_R1_thru20100304.ict,collTime,NA,collection time in hours,hour,https://search.dataone.org/view/doi:10.18739/A22Z12P9Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002067,hours elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A20P0WR72,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A20P0WR72,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A20P0WR72,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A20P0WR72,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2862BC5Z,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2862BC5Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2862BC5Z,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2862BC5Z,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2MG7FW84,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2MG7FW84,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2MG7FW84,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2MG7FW84,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2VX0642G,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,ITIMESTEP,NA,elapsed time since start of run,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2VX0642G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
doi:10.18739/A2VX0642G,wrfout_d01_YYYY-MM-DD_HH:00:00.nc,XTIME,NA,minutes since 2071-05-31 00:00:00,nominalMinute,https://search.dataone.org/view/doi:10.18739/A2VX0642G,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002238,minutes elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
urn:uuid:0b548a56-aff5-48c6-ae8d-0bc94d954ed1,July 25 2017 2018-06-13 14.01.26.txt,elaspsed time,NA,seconds elapse since recording began,second,https://search.dataone.org/view/urn:uuid:0b548a56-aff5-48c6-ae8d-0bc94d954ed1,2020-11-13T12:49:47Z,http://purl.dataone.org/odo/ECSO_00002054,seconds elapsed,The Ecosystem Ontology,WEIRD,NA,NA,NA
